;molecule_chembl_id;units;IC50;pIC50;smiles;MW;HBA;HBD;LogP;rule_of_five_conform
952;CHEMBL3114699;nM;12.0;7.920818753952375;O=C(\C=C\CN1CCOCC1)N2CCOc3cc4ncnc(Nc5cccc(c5)C#C)c4cc23;455.1957396600001;7;1;2.9685000000000006;yes
953;CHEMBL3671580;nM;12.0;7.920818753952375;CC(=O)NCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C;443.116045368;6;3;3.8053000000000017;yes
954;CHEMBL2437467;nM;12.1;7.917214629683549;NC(=O)c1ccc(Nc2ncc3N=CC(=O)N(c4cccc(NC(=O)C=C)c4)c3n2)cc1;427.1392874040001;8;3;2.1426999999999996;yes
955;CHEMBL2334002;nM;12.1;7.917214629683549;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCNCCN;405.13678081200004;7;3;3.1016000000000004;yes
956;CHEMBL3680378;nM;12.13;7.916139199133427;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN4CCCCCC4;483.18373100400004;6;2;5.545200000000005;yes
957;CHEMBL243837;nM;12.2;7.9136401693252525;CCOc1cc2ncnc(NC3=CC(=O)C(=CC3=O)OCc4cccc(Cl)c4)c2cc1NC(=O)\C=C\CN(C)C;561.1778966759999;9;2;4.286500000000003;yes
958;CHEMBL553351;nM;12.3;7.910094888560603;Cl.[O-][N+](=O)c1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1;435.93963634000005;6;1;5.680600000000002;yes
960;CHEMBL2437466;nM;12.5;7.903089986991943;CC(=O)Nc1ccc(Nc2ncc3N=CC(=O)N(c4cccc(NC(=O)C=C)c4)c3n2)cc1;441.15493746800007;8;3;3.0022;yes
962;CHEMBL555921;nM;12.6;7.899629454882437;Cl.COc1cccc2c3ncnc(Nc4cccc(Br)c4)c3sc12;420.9651228160001;5;1;5.781000000000002;yes
963;CHEMBL2437488;nM;12.8;7.892790030352131;C=CC(=O)Nc1cccc(c1)N2C(=O)C=Nc3cnc(Nc4ccccc4)nc23;384.13347375200004;7;2;3.043800000000001;yes
964;CHEMBL605976;nM;12.8;7.892790030352131;COc1cc2ncnc(N[C@H](C)c3ccccc3)c2cc1OCCCCCCC(=O)NO;438.22670543999993;7;3;4.646200000000003;yes
966;CHEMBL1683970;nM;13.0;7.886056647693162;Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCCN4CCOCC4;480.172831972;6;1;4.973920000000005;yes
967;CHEMBL571040;nM;13.0;7.886056647693162;COCCOc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1NC(=O)[C@@H]4CCCN4C(=O)C=C;513.15791018;7;2;4.306600000000002;yes
968;CHEMBL3676361;nM;13.0;7.886056647693162;CC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)c(Cl)c3F)c2cc1NC(=O)C=C;521.026557436;6;3;4.567800000000003;yes
969;CHEMBL3671566;nM;13.0;7.886056647693162;CN1CCN(CC1)C(=O)NCCOc2cc3ncnc(Nc4ccc(Br)cc4F)c3cc2NC(=O)C=C;571.134278044;7;3;3.7353000000000014;yes
970;CHEMBL402339;nM;13.0;7.886056647693162;COc1cc(Nc2ncnc3[nH]nc(OCCN4CCC(O)CC4)c23)ccc1OCc5cccc(F)c5;508.22343162799996;9;3;3.6587000000000023;yes
971;CHEMBL470218;nM;13.0;7.886056647693162;CN(C)CCc1ccc(Nc2nc3ncnc(Nc4ccc(F)c(Cl)c4)c3s2)cc1;442.11427154;7;2;5.470100000000003;yes
972;CHEMBL257816;nM;13.0;7.886056647693162;CO\N=C\c1c(N)ncnc1Nc2ccc3c(ccn3Cc4cccc(F)c4)c2;390.16043744800004;7;2;3.924800000000002;yes
973;CHEMBL3967219;nM;13.0;7.886056647693162;C[C@@H](Nc1ncnc2oc(cc12)c3ccc(F)cc3)c4ccccc4;333.127740352;4;1;5.2020000000000035;yes
974;CHEMBL66570;nM;13.0;7.886056647693162;CCN1CCN(CC1)C(=O)c2cc(C)c(\C=C\3/C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c34)[nH]2;509.1742289400001;6;3;3.919620000000002;yes
975;CHEMBL3676354;nM;13.0;7.886056647693162;CC(=O)CNCCOc1cc2ncnc(Nc3cc(Cl)c(Br)cc3F)c2cc1NC(=O)C=C;535.0422075;7;3;4.610300000000003;yes
976;CHEMBL404405;nM;13.0;7.886056647693162;OC1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1;495.178565372;9;3;3.559400000000002;yes
978;CHEMBL3759963;nM;13.0;7.886056647693162;COc1cccc(c1OC)c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2;391.13544791200013;6;1;5.548600000000004;yes
979;CHEMBL399953;nM;13.0;7.886056647693162;COc1cc2ncnc(C#CC(C)(C)Cc3ccccc3)c2cc1OC;346.16812794399993;4;0;4.267400000000004;yes
980;CHEMBL3759815;nM;13.0;7.886056647693162;C[C@@H](Nc1ncnc2sc(cc12)c3ccc(CO)cc3F)c4ccccc4;379.11546141599996;5;2;5.162800000000004;yes
982;CHEMBL51707;nM;13.0;7.886056647693162;Fc1cc2ncnc(Nc3cccc(Br)c3)c2cn1;317.991636576;4;1;3.6700000000000017;yes
983;CHEMBL3806110;nM;13.1;7.8827287043442364;COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2c4OCCOc14;405.089161924;7;1;3.9623000000000026;yes
984;CHEMBL2425735;nM;13.5;7.8696662315049934;Brc1cccc(Nc2ncnc3ccc(NC(=O)CCCN4CCCCC4)cc23)c1;467.132072552;5;2;5.340500000000003;yes
986;CHEMBL2334003;nM;13.6;7.866461091629782;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCNCCN;419.15243087600004;7;3;3.4917000000000007;yes
987;CHEMBL2437479;nM;13.8;7.860120913598763;COc1ccc(Nc2ncc3N=CC(=O)N(c4cccc(NC(=O)C=C)c4)c3n2)cc1;414.144038436;8;2;3.0524000000000004;yes
988;CHEMBL3930506;nM;14.0;7.853871964321763;Fc1ccc(Nc2ncnc3cnc(NC(=O)\C=C\CN4CCCCC4)cc23)cc1Cl;440.152765224;6;2;4.541500000000004;yes
989;CHEMBL3758768;nM;14.0;7.853871964321763;COc1cc(CO)ccc1c2cc3c(Nc4ccccc4)ncnc3s2;363.10414778400013;6;2;4.602800000000003;yes
990;CHEMBL250318;nM;14.0;7.853871964321763;COc1cc2ncnc(C#CCCc3ccccc3)c2cc1OC;318.13682781599994;4;0;3.631300000000002;yes
991;CHEMBL93783;nM;14.0;7.853871964321763;CN(CCO)C\C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1;455.09568704400004;6;3;3.5547000000000013;yes
992;CHEMBL136491;nM;14.0;7.853871964321763;CN(C)N=Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1;326.10467216;5;1;4.587100000000003;yes
993;CHEMBL138940;nM;14.0;7.853871964321763;Fc1ccc(Nc2ncnc3cnc(NC(=O)\C=C\C(=O)NCCCN4CCOCC4)cc23)cc1Cl;513.16914356;8;3;2.894100000000001;yes
994;CHEMBL3676382;nM;14.0;7.853871964321763;COc1cc(Nc2ncnc3cc(OCCNC(=O)CN(C)C)c(NC(=O)C=C)cc23)c(OC)cc1Cl;528.1887957079999;9;3;3.225100000000001;yes
995;CHEMBL272935;nM;14.0;7.853871964321763;CN1CCN(CCCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1;508.210199848;9;2;3.7402000000000024;yes
996;CHEMBL1914674;nM;14.0;7.853871964321763;C[C@@H](Nc1ncnc2[nH]c(cc12)c3ccc(cc3)C#N)c4ccc(F)cc4;357.13897373199995;4;2;4.808780000000002;yes
997;CHEMBL3676362;nM;14.0;7.853871964321763;CC(=O)CNCCOc1cc2ncnc(Nc3ccc(Br)c(Cl)c3F)c2cc1NC(=O)C=C;535.0422075;7;3;4.610300000000003;yes
998;CHEMBL3943438;nM;14.0;7.853871964321763;COC[C@@H](Nc1ncnc2oc(cc12)c3ccc(OC)cc3)c4ccccc4;375.158291532;6;1;4.698000000000004;yes
999;CHEMBL3676339;nM;14.0;7.853871964321763;CC(=O)NCCOc1cc2ncnc(Nc3ccc(F)c(F)c3F)c2cc1NC(=O)C=C;445.136174096;6;3;3.4301000000000013;yes
1000;CHEMBL125568;nM;14.0;7.853871964321763;OCC(CO)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1;389.048736852;7;4;2.2959999999999994;yes
1002;CHEMBL3671517;nM;14.0;7.853871964321763;COCC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C;517.076094472;7;3;3.5409000000000006;yes
1003;CHEMBL513362;nM;14.0;7.853871964321763;Cc1cccc(Nc2ncnc3nc(Nc4ccc(cc4)S(=O)(=O)N)sc23)c1;412.07761575199993;8;3;3.5293200000000002;yes
1004;CHEMBL255237;nM;14.0;7.853871964321763;COCCO\N=C\c1c(N)ncnc1Nc2ccc3c(cnn3Cc4cccc(F)c4)c2;435.18190116400007;9;2;3.336400000000001;yes
1005;CHEMBL3671573;nM;14.0;7.853871964321763;Fc1cc(Br)ccc1Nc2ncnc3cc(OCCNC(=O)CCN4CCCCC4)c(NC(=O)C=C)cc23;584.15467914;7;3;4.770500000000004;yes
1006;CHEMBL497804;nM;14.0;7.853871964321763;O[C@H]1CN[C@@H](C1)C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2;494.09795278;7;3;4.880700000000003;yes
1007;CHEMBL402293;nM;14.0;7.853871964321763;CC(C)O\N=C\c1c(N)ncnc1Nc2ccc3c(cnn3Cc4cccc(F)c4)c2;419.18698654400004;8;2;4.0984000000000025;yes
1009;CHEMBL342828;nM;14.0;7.853871964321763;Brc1cccc(Nc2ncnc3cnc(NC(=O)\C=C\C(=O)NCCCn4ccnc4)cc23)c1;520.097084012;8;3;3.428600000000001;yes
1010;CHEMBL249919;nM;14.1;7.85078088734462;OCC#Cc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1;327.057467872;4;2;3.5097000000000014;yes
1011;CHEMBL2425736;nM;14.1;7.85078088734462;Brc1cccc(Nc2ncnc3ccc(NCCCN4CCCCC4)cc23)c1;439.13715793200004;5;2;5.4238000000000035;yes
1012;CHEMBL2437465;nM;14.5;7.8386319977650265;CCN(CC)c1ccc(Nc2ncc3N=CC(=O)N(c4cccc(NC(=O)C=C)c4)c3n2)cc1;455.20697304000004;8;2;3.8900000000000015;yes
1015;CHEMBL597949;nM;14.8;7.829738284605042;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC#C;357.068032556;5;1;4.186500000000002;yes
1016;CHEMBL3752008;nM;14.83;7.828858848971617;FC(F)(F)c1cc(NC(=O)Nc2ccncc2)cc(c1)c3cncnc3;359.09939466400004;4;2;4.201400000000002;yes
1017;CHEMBL2425086;nM;15.0;7.823908740944319;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCC5(COC5)C4;472.16774659199996;7;1;4.665700000000004;yes
1018;CHEMBL470012;nM;15.0;7.823908740944319;Fc1ccc(Nc2ncnc3nc(Nc4ccc(CCN5CCOCC5)cc4)sc23)cc1Cl;484.124836224;8;2;5.240700000000004;yes
1021;CHEMBL93051;nM;15.0;7.823908740944319;Brc1cccc(Nc2ncnc3cc4OCOc4cc23)c1;342.99563865999994;5;1;3.864600000000001;yes
1024;CHEMBL3676353;nM;15.0;7.823908740944319;CC(=O)NCCOc1cc2ncnc(Nc3cc(Cl)c(Br)cc3F)c2cc1NC(=O)C=C;521.0265574360001;6;3;4.567800000000003;yes
1025;CHEMBL514938;nM;15.0;7.823908740944319;Fc1cccc(COc2ccc(Nc3ncnc4sc(cc34)c5occc5)cc2Cl)c1;451.05575361999996;6;1;7.066400000000003;yes
1026;CHEMBL2148044;nM;15.0;7.823908740944319;CS(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(c4)C(F)(F)F)c(Cl)c3)c12;567.095487492;8;2;4.800200000000004;yes
1027;CHEMBL3671478;nM;15.0;7.823908740944319;NC(=O)N1CCC(COc2cc3ncnc(Nc4ccc(Br)cc4F)c3cc2NC(=O)C=C)CC1;542.107728948;6;3;4.5690000000000035;yes
1029;CHEMBL206029;nM;15.0;7.823908740944319;CS(=O)(=O)CCNC(=O)NCc1cccc(n1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3;608.1408802120002;8;3;4.230300000000002;yes
1030;CHEMBL202424;nM;15.0;7.823908740944319;CCCCC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1;397.1105660640001;5;2;4.693000000000003;yes
1031;CHEMBL250925;nM;15.0;7.823908740944319;CCOc1cc2ncnc(\C=C\c3ccccc3)c2cc1OCC;320.15247787999994;4;0;4.5976000000000035;yes
1032;CHEMBL1947124;nM;15.0;7.823908740944319;CC1(C)CC(CC(C)(C)N1[O])C(=O)Nc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2;470.175905972;5;2;5.7191000000000045;yes
1033;CHEMBL65038;nM;15.0;7.823908740944319;COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-];374.00145231199997;6;1;4.052700000000002;yes
1034;CHEMBL250523;nM;15.0;7.823908740944319;COc1cc2ncnc(C#CCOc3ccccc3)c2cc1OC;320.11609237199997;5;0;3.0775000000000015;yes
1035;CHEMBL599398;nM;15.0;7.823908740944319;COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCCCC(=O)NO;406.16410518399994;7;3;3.4178000000000015;yes
1037;CHEMBL202425;nM;15.0;7.823908740944319;CCN(CC)CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1;426.13711516000006;6;2;3.8446000000000016;yes
1039;CHEMBL2437464;nM;15.3;7.815308569182402;C=CC(=O)Nc1cccc(c1)N2C(=O)C=Nc3cnc(Nc4ccc(cc4)N5CCCC5)nc23;453.1913229760001;8;2;3.644000000000002;yes
1040;CHEMBL596755;nM;15.4;7.812479279163536;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1S(=O)(=O)CCCCCCC(=O)NO;510.11399676799994;8;3;4.404100000000002;yes
1043;CHEMBL2437463;nM;15.7;7.804100347590767;C=CC(=O)Nc1cccc(c1)N2C(=O)C=Nc3cnc(Nc4ccc(cc4)N5CCCCC5)nc23;467.2069730400001;8;2;4.034100000000002;yes
1044;CHEMBL3970330;nM;16.0;7.795880017344076;COCCOc1cc2ncnc(Nc3ccc4c(cnn4Cc5ccccc5)c3)c2cc1NC(=O)\C=C\CN6CCN(C)CC6;606.306687076;10;2;4.538700000000003;yes
1045;CHEMBL3114689;nM;16.0;7.795880017344076;CN1CCN(C\C=C\C(=O)N2CCOc3cc4ncnc(Nc5cccc(c5)C#C)c4cc23)CC1;468.22737413600004;7;1;2.8837;yes
1046;CHEMBL3676369;nM;16.0;7.795880017344076;OCC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)c(Cl)c3F)c2cc1NC(=O)C=C;537.021472056;7;4;3.5402000000000013;yes
1047;CHEMBL257859;nM;16.0;7.795880017344076;Clc1cc(Nc2ncnc3[nH]nc(OCCCN4CCOCC4)c23)ccc1OCc5ccccn5;495.178565372;9;2;3.825000000000002;yes
1048;CHEMBL2425087;nM;16.0;7.795880017344076;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN4CC5(COC5)C4;444.13644646399996;7;1;3.885500000000003;yes
1049;CHEMBL92086;nM;16.0;7.795880017344076;CC(=C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1;382.0429232;4;2;4.650500000000003;yes
1050;CHEMBL257861;nM;16.0;7.795880017344076;OCCOc1n[nH]c2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12;412.10506608400004;8;3;3.0950000000000006;yes
1051;CHEMBL257815;nM;16.0;7.795880017344076;CO\N=C\c1c(N)ncnc1Nc2ccc(OCc3ccccc3)c(Cl)c2;383.114902496;7;2;4.015100000000002;yes
1052;CHEMBL1092382;nM;16.0;7.795880017344076;CCC(=O)Nc1ccc2nccc(Nc3cccc(Br)c3)c2c1;369.04767423199996;3;2;5.089400000000003;yes
1053;CHEMBL498133;nM;16.0;7.795880017344076;Nc1ncnc(Nc2ccc3c(cnn3Cc4cccc(F)c4)c2)c1\C=N\N5CCOCC5;446.19788557600003;9;2;3.005600000000001;yes
1055;CHEMBL498134;nM;16.0;7.795880017344076;CN1CCN(CC1)\N=C\c2c(N)ncnc2Nc3ccc4c(cnn4Cc5cccc(F)c5)c3;459.22952005200005;9;2;2.9208000000000007;yes
1056;CHEMBL1203940;nM;16.0;7.795880017344076;Cl.CCOc1cc2ncnc(Nc3ccc(F)cc3)c2cc1OCC;363.114982748;5;1;4.731700000000003;yes
1057;CHEMBL126903;nM;16.0;7.795880017344076;CN(CC(=O)O)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1;387.033086788;6;2;3.051700000000001;yes
1058;CHEMBL3233767;nM;16.0;7.795880017344076;Fc1ccc(Nc2ncnc3sc(NC(=O)C=C)cc23)cc1Cl;348.02478784;5;2;4.351900000000001;yes
1059;CHEMBL3671526;nM;16.0;7.795880017344076;CN(C)C\C=C\C(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C;556.1233790120001;7;3;4.0123000000000015;yes
1061;CHEMBL3978740;nM;16.2;7.790484985457369;COc1cc2ncnc(Nc3cccc(c3)C(F)(F)F)c2cc1OC4CCN(CC4)C(=O)C=C;472.172225256;6;1;4.956600000000004;yes
1062;CHEMBL2032379;nM;16.4;7.785156151952302;COc1cc(ccc1Nc2ncc3CN(C)C(=O)N(c4cccc(NC(=O)C=C)c4)c3n2)N5CCOCC5;515.228102408;8;2;3.8934000000000015;yes
1064;CHEMBL3806170;nM;16.7;7.777283528852418;C#Cc1cccc(Nc2ncnc3cc(OC4CCOC4)c5OCCOc5c23)c1;389.13755608799994;7;1;3.2936000000000014;yes
1065;CHEMBL609321;nM;16.9;7.772113295386326;Oc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OCC=C=C;339.07745436799996;5;2;4.452300000000002;yes
1066;CHEMBL3671561;nM;17.0;7.769551078621726;Fc1cc(Br)ccc1Nc2ncnc3cc(OCC4CNC(=O)O4)c(NC(=O)C=C)cc23;501.04479434399997;7;3;3.886700000000002;yes
1067;CHEMBL255135;nM;17.0;7.769551078621726;CNCCOc1n[nH]c2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12;425.13670056;8;3;3.3221000000000016;yes
1068;CHEMBL202421;nM;17.0;7.769551078621726;CCCCN(CCCC)CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1;482.19971541600006;6;2;5.405000000000005;yes
1069;CHEMBL3416446;nM;17.0;7.769551078621726;COc1ccccc1c2cc3c(NCc4ccccc4)ncnc3s2;347.1092331640001;5;1;4.979000000000003;yes
1073;CHEMBL1203937;nM;17.0;7.769551078621726;Cl.CCOc1cc2ncnc(NCc3ccc(F)cc3)c2cc1OCC;377.130632812;5;1;4.600200000000003;yes
1074;CHEMBL205045;nM;17.0;7.769551078621726;Fc1cccc(COc2ccc(Nc3ncncc3C#Cc4ccccn4)cc2Cl)c1;430.099667032;5;1;5.386500000000003;yes
1075;CHEMBL3948084;nM;17.0;7.769551078621726;CCC(=O)Nc1cc2c(Nc3ccc4c(cnn4Cc5ccccc5)c3)ncnc2cc1OC;452.19607400800004;7;2;5.128500000000003;yes
1076;CHEMBL338049;nM;17.0;7.769551078621726;CN[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n3c4ccccc4c5c6[C@@H](O)NC(=O)c6c7c8ccccc8n2c7c35;482.195405312;7;3;3.8449000000000018;yes
1077;CHEMBL1914659;nM;17.0;7.769551078621726;Br.CC(Nc1ncnc2[nH]c(cc12)c3ccc(O)cc3)c4ccccc4C;424.089873392;4;3;5.3899200000000045;yes
1078;CHEMBL1683955;nM;17.0;7.769551078621726;Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C;357.104418064;4;1;5.208540000000003;yes
1079;CHEMBL2031301;nM;17.4;7.7594507517174;CN(C)CCC(=O)N(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1;427.100772424;5;1;4.050400000000002;yes
1081;CHEMBL592713;nM;17.7;7.752026733638194;COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OCCCC#C;367.10875449599996;5;1;4.827600000000003;yes
1082;CHEMBL1683965;nM;18.0;7.744727494896693;Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1\C=C(/F)\C(=O)NCCN4CCOCC4;543.184873876;7;2;4.658920000000004;yes
1083;CHEMBL127223;nM;18.0;7.744727494896693;CCOc1cc2ncnc(Nc3cccc(c3)c4cscn4)c2cc1OCC;392.13069687999996;7;1;5.294300000000004;yes
1084;CHEMBL3676389;nM;18.0;7.744727494896693;CC(N)C(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C;516.0920788840001;7;4;3.2417000000000007;yes
1085;CHEMBL3676344;nM;18.0;7.744727494896693;CN(C)CC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)c(F)c3F)c2cc1NC(=O)C=C;548.098307136;7;3;3.595200000000001;yes
1086;CHEMBL3671581;nM;18.0;7.744727494896693;CC(=O)NCCOc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1NC(=O)C=C;443.116045368;6;3;3.8053000000000017;yes
1087;CHEMBL403435;nM;18.0;7.744727494896693;Cc1cc(Nc2ncnc3[nH]nc(OCCN4CCC(O)CC4)c23)ccc1OCc5ccccn5;475.23318778799995;9;3;3.2144200000000014;yes
1088;CHEMBL291496;nM;18.0;7.744727494896693;Clc1ccc2ncnc(Nc3cccc(Br)c3)c2n1;333.962086036;4;1;4.184300000000001;yes
1089;CHEMBL3233788;nM;18.0;7.744727494896693;CSC1CCN(C\C=C\C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1;491.101658256;7;2;5.5495000000000045;yes
1093;CHEMBL385479;nM;18.0;7.744727494896693;COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCCCN4CCOCC4;446.15209652799996;7;1;4.275600000000003;yes
1095;CHEMBL3416626;nM;18.0;7.744727494896693;COc1ccccc1c2cc3c(Nc4cccc(c4)C#C)ncnc3s2;357.0935831000001;5;1;5.091800000000003;yes
1097;CHEMBL69966;nM;18.0;7.744727494896693;Cc1cc([nH]c1\C=C\2/C(=O)Nc3ncnc(Nc4cccc(c4)C#C)c23)C(=O)NCCN5CCOCC5;497.217537724;7;4;2.3927200000000006;yes
1098;CHEMBL207009;nM;18.0;7.744727494896693;ClCCNC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1;419.01484988;4;3;4.496200000000002;yes
1099;CHEMBL3752370;nM;18.04;7.743763466794078;FC(F)(F)Oc1ccc(cc1NC(=O)Nc2ccncc2)c3cncnc3;375.0943092840001;5;2;4.081200000000003;yes
1100;CHEMBL3680377;nM;18.08;7.742801573860655;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN4CCC(F)CC4;487.158659128;6;2;5.103100000000005;yes
1101;CHEMBL2333999;nM;18.1;7.742321425130815;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCBr;424.99419468799994;5;1;4.948200000000003;yes
1102;CHEMBL3806143;nM;18.48;7.733298033115912;Brc1cccc(Nc2ncnc3cc(OCCCN4CCOCC4)c5OCCOc5c23)c1;500.10591737999994;8;1;4.008200000000002;yes
1104;CHEMBL243629;nM;18.7;7.7281583934635005;CCOc1cc2ncnc(NC3=CC(=O)C(=CC3=O)OCc4ccccc4)c2cc1NC(=O)\C=C\CN(C)C;527.216869028;9;2;3.6331000000000016;yes
1105;CHEMBL1928293;nM;18.7;7.7281583934635005;O=C(c1cc2ccccc2[nH]1)c3cc4c(Nc5cccc(c5)C#C)ncnc4s3;394.08883206800004;5;2;5.1285000000000025;yes
1107;CHEMBL3910496;nM;18.75;7.726998727936263;Nc1ncnc2c1c(nn2C[C@@H]3CCCN3C(=O)C=C)c4ccc(Oc5ccccc5)cc4;440.1960740079999;7;1;4.044800000000003;yes
1108;CHEMBL3903870;nM;18.85;7.724688645458188;CN(C)C\C=C\C(=O)N1CCCC1Cn2nc(c3ccc(Oc4ccccc4)cc3)c5c(N)ncnc25;497.2539232320001;8;1;3.976600000000002;yes
1109;CHEMBL3951653;nM;18.85;7.724688645458188;CN(C)C\C=C\C(=O)N1CCC[C@H]1Cn2nc(c3ccc(Oc4ccccc4)cc3)c5c(C)ncnc25;496.25867426400004;7;0;4.702820000000004;yes
1110;CHEMBL3676363;nM;19.0;7.721246399047171;CN(C)CC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)c(Cl)c3F)c2cc1NC(=O)C=C;564.0687565960001;7;3;4.1095000000000015;yes
1111;CHEMBL3676345;nM;19.0;7.721246399047171;CCN(CC)CCC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)c(F)c3F)c2cc1NC(=O)C=C;590.1452573280001;7;3;4.765500000000003;yes
1112;CHEMBL248114;nM;19.0;7.721246399047171;Cc1cncc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCC(N)CC6)c45)ccc23)c1;467.2545919280001;9;2;3.497420000000001;yes
1113;CHEMBL335648;nM;19.0;7.721246399047171;CO[C@H]1[C@H](C[C@@H]2O[C@@]1(C)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35)[N+](C)(C)C;495.23906727209004;5;1;4.840800000000004;yes
1114;CHEMBL3759980;nM;19.0;7.721246399047171;C[C@@H](Nc1ncnc2sc(cc12)c3ccc(cc3)C(=O)O)c4ccccc4;375.10414778399996;5;2;5.229600000000004;yes
1115;CHEMBL119977;nM;19.0;7.721246399047171;Clc1cccc(Nc2[nH]cnc3nnc(c4ccccc4)c23)c1;321.078123064;4;2;4.368500000000001;yes
1116;CHEMBL1092250;nM;19.0;7.721246399047171;COc1cc2nccc(Nc3cccc(c3)C#C)c2cc1OC;304.12117775199994;4;1;3.976900000000003;yes
1117;CHEMBL3671513;nM;19.0;7.721246399047171;Fc1cc(Br)ccc1Nc2ncnc3cc(OCCNC(=O)NCC=C)c(NC(=O)C=C)cc23;528.092078884;6;4;4.263500000000002;yes
1118;CHEMBL3671523;nM;19.0;7.721246399047171;C\C=C\C(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C;513.081179852;6;3;4.470600000000003;yes
1119;CHEMBL3921555;nM;19.0;7.721246399047171;CN1CCN(C\C=C\C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cn2)CC1;455.1636642560001;7;2;3.303000000000001;yes
1121;CHEMBL3982289;nM;19.0;7.721246399047171;ClCC(=O)OCCN1C(=O)Oc2cc3ncnc(Nc4ccc(N5CCOCC5)c(Cl)c4)c3cc12;517.091974132;10;1;3.553300000000003;yes
1122;CHEMBL3416591;nM;19.0;7.721246399047171;COc1ccccc1c2cc3c(NC(C)c4ccccc4)ncnc3s2;361.1248832280001;5;1;5.540000000000004;yes
