,chembl_id,IC50,units,canonical_smiles,pIC50
5595,CHEMBL3765815,9.6099997,nM,O=C(NC12CC3CC(C1)CC(C2)C3)c1ccc(Nc2ncnc3c2cc(OCCOC)c(OCCOC)c3)cc1,8.0172768
2773,CHEMBL479800,10,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(-c2occc2)c3)c1,8
6196,CHEMBL3671523,19,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)/C=C/C)c3)cc1,7.7212462
5805,CHEMBL3973028,86,nM,O=C(Nc1c(OC)cc2ncnc(N[C@H](C)c3ccccc3)c2c1)CC,7.0655017
3964,CHEMBL1945448,90,nM,Brc1cc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cnc1,7.0457573
6114,CHEMBL3963620,50,nM,Clc1c(Cl)ccc(Nc2ncnc3c2cc(OC)c(OCc2nc(-c4ccc(Cl)cc4)sc2)c3)c1,7.3010302
6007,CHEMBL3905242,235,nM,Clc1ccc(NC(=O)Nc2ccc(Nc3ncnc4c3cc(OC)c(OCCCN3CC[NH+](C)CC3)c4)cc2)cc1,6.628932
5289,CHEMBL3628791,2980,nM,Clc1c(F)ccc(Nc2ncnc3sccc23)c1,5.5257835
3489,CHEMBL1641997,45200,nM,Brc1cc(Nc2ncc(C#N)c3c2cc(NC(=O)c2cocc2)cc3)ccc1,4.3448615
3730,CHEMBL1830258,23270,nM,Clc1c(/C=C/C(=N/NC(=S)N)/c2ccccc2)cccc1,4.6332035
6514,CHEMBL3647419,36,nM,Clc1c(OCc2ncccc2)ccc(Nc2c(C#N)cnc3c2cc(NC(=O)/C=C/[C@H]2[NH+](C)C[C@H](O)C2)c(OCC)c3)c1,7.4436975
4547,CHEMBL2425094,48,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCC[NH+]2CC4(C2)CSC4)c(OC)c3)c1,7.318759
2070,CHEMBL3085379,200,nM,O(C)c1c(OC)cc2ncnc(C#C[C@]([NH+](CC)CC)(Cc3ccncc3)C)c2c1,6.6989698
81,CHEMBL76082,560000,nM,O=[N+]([O-])c1c(C=C(C#N)C#N)cc2OCOc2c1,3.251812
3855,CHEMBL1914663,45,nM,Fc1c(CNc2ncnc3[nH]c(-c4ccc(O)cc4)cc23)cccc1,7.3467875
1077,CHEMBL347659,13000,nM,S(Sc1n(C)c2c(c1C(=O)NCc1ccc(C(=O)OC)cc1)cccc2)c1n(C)c2c(c1C(=O)NCc1ccc(C(=O)OC)cc1)cccc2,4.8860564
3834,CHEMBL1910273,29500,nM,S(=O)(=O)(N)c1ccc(Nc2[nH+]c3ncnc(N)c3c3c2c(N)sc3)cc1,4.5301781
431,CHEMBL1202473,300,nM,Fc1c(Nc2ncnc3c2cc(OC)c(OCC2CC[NH+](C)CC2)c3)cc(O)c(C)c1,6.5228786
5538,CHEMBL3759085,276,nM,O=C(N)c1c(-c2sc3ncnc(N[C@H](C)c4ccccc4)c3c2)cccc1,6.5590911
6648,CHEMBL4090323,100000,nM,Fc1ccc(-c2oc(Cc3[nH]c4c(n3)cccc4)nn2)cc1,4
2109,CHEMBL256362,1100,nM,O=C(N(C)C)[C@H](Oc1c2c(Nc3cc(C)c(Oc4cnc(C)cc4)cc3)ncnc2ccc1)C,5.9586072
5610,CHEMBL3775112,99,nM,Brc1cc(Nc2ncnc3c2cc2N(CCC[NH+]4CCCCC4)C(=O)COc2c3)ccc1,7.004365
3022,CHEMBL609321,16.9,nM,Clc1cc(NC=2N=CNC=3C=2C=C(OCC=C=C)C(=O)C=3)ccc1,7.7721133
5674,CHEMBL3805280,387.79999,nM,Fc1c(C#N)cc(Nc2ncnc3c2c2OCCOc2c(OCCOC)c3)cc1,6.4113922
4449,CHEMBL2347973,7893,nM,O=C(OC)[C@@H](Nc1ncnc2oc(c(-c3ccccc3)c12)-c1ccccc1)c1ccccc1,5.1027579
1913,CHEMBL1204199,0.41,nM,Brc1cc(Nc2ncnc3c2cc(OCC)c(OCC)c3)ccc1,9.3872166
704,CHEMBL293064,93,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(OCC[NH+](CC)CC)c(OC)c3)c1,7.031517
4628,CHEMBL2442319,3510,nM,O(C)c1c2C(=O)N(c3cc(C#C)ccc3)C=Cc2cc(OC)c1,5.4546928
5276,CHEMBL3622625,32.200001,nM,O=C(Nc1c(O[C@@H]2COCC2)cc2ncnc(Nc3cc(C#C)ccc3)c2c1)C=C,7.4921441
4933,CHEMBL3297899,70.699997,nM,O(C)c1ccc(N(CC)c2nc(C)nc3oc(C)cc23)cc1,7.1505804
3538,CHEMBL1683973,11,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C#CCCC[NH+]3CCCC3)c(C)ncn2)c1,7.9586072
342,CHEMBL337026,200,nM,O(C)[C@H]1[C@@H]([NH2+]C)C[C@@H]2O[C@@]1(C)n1c3c4n2c2c(c4c4C(=O)NC(=O)c4c3c3c1cccc3)cccc2,6.6989698
3890,CHEMBL1928950,48,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc(Oc3cc(NC(=O)CC#N)ccc3)c2)c1,7.318759
803,CHEMBL358746,600,nM,O=C(NCCCCNC(=O)/C(/C#N)=C/c1cc(O)c([O-])c(O)c1)/C(/C#N)=C/c1cc(O)c([O-])c(O)c1,6.221849
1982,CHEMBL247100,210,nM,N(c1cc2c([nH]nc2)cc1)C1=NC=Nn2c1c(C)cc2,6.6777806
1665,CHEMBL194337,2100,nM,O(Cc1ncccc1)c1ccc(Nc2ncnc3c2c(OC2CC[NH+](C)CC2)ccc3)cc1,5.6777806
4101,CHEMBL2031307,0.68000001,nM,Clc1c(F)ccc(Nc2c(C#N)cnc3c2cc(NC(=O)CC[NH+](C)C)c(OCC)c3)c1,9.167491
5866,CHEMBL3932176,2,nM,O=C(Nc1c(OCC)cc2ncnc(Nc3cc4c(n(Cc5ccccc5)nc4)cc3)c2c1)/C=C/C[NH+](C)C,8.6989698
2979,CHEMBL606413,1400,nM,Clc1cc(Nc2ncnc3c2cc(NN=NCCNS(=O)(=O)c2c4c(c(N(C)C)ccc4)ccc2)cc3)ccc1,5.8538718
349,CHEMBL131193,910,nM,O(C)[C@H]1[C@@H](N(Cc2ccccc2)C)C[C@@H]2O[C@@]1(C)n1c3c4n2c2c(c4c4C(=O)NCc4c3c3c1cccc3)cccc2,6.0409584
50,CHEMBL66570,13,nM,Clc1c(F)ccc(Nc2ncnc3NC(=O)/C(=C\c4c(C)cc(C(=O)N5CC[NH+](CC)CC5)[nH]4)/c23)c1,7.8860564
3019,CHEMBL592713,17.700001,nM,Clc1cc(Nc2ncnc3c2cc(OCCCC#C)c(OC)c3)ccc1,7.7520266
6123,CHEMBL3676391,246,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCOCCOC(=O)CC(=O)OCC)c3)cc1,6.6090651
3522,CHEMBL1683957,20000,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C)c(-c3ccccc3)ncn2)c1,4.6989698
757,CHEMBL154080,44000,nM,S(Sc1c(CCC(=O)NCc2ccc(C(=O)OC)cc2)c2c([nH]1)cccc2)c1c(CCC(=O)NCc2ccc(C(=O)OC)cc2)c2c([nH]1)cccc2,4.3565474
6241,CHEMBL3671567,1954,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)C2[NH2+]CCC2)c3)cc1,5.7090755
5549,CHEMBL3759478,9,nM,OC[C@@H](Nc1ncnc2sc(-c3ccccc3)cc12)c1ccccc1,8.0457573
3285,CHEMBL1241579,4800,nM,Clc1c(O)cc(-c2nn([C@@H](C[NH3+])C)c3ncnc(N)c23)cc1,5.318759
748,CHEMBL155607,22000,nM,S=C1C(CCC(=O)N)c2c(N1)cccc2,4.6575775
2600,CHEMBL489897,1.5140001,nM,Clc1c(F)ccc(Cc2ncnc3c2nc(NC(=O)C=C)c(OCCC[NH+]2CCOCC2)c3)c1,8.8198738
3970,CHEMBL1945645,18150,nM,Clc1ncc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1,4.7411232
5306,CHEMBL3633933,227,nM,Clc1c(OCc2ncccc2)ccc(Nc2ncnc3c2cc(NC(=O)NCC)cc3)c1,6.6439743
5067,CHEMBL3393072,8490,nM,Brc1c(NC(=S)NNC(=O)Cc2c3c([nH]c2)cccc3)nccc1,5.0710921
1821,CHEMBL207235,10,nM,Clc1c(F)c(Nc2ncnc3c2cc(CN2[C@@H](C(=O)N)C[C@@H](OC)C2)c(OC)c3)ccc1,8
2201,CHEMBL272258,251.19,nM,N(c1ncnc2c1cncc2)c1c(N)cccc1,6.5999975
3982,CHEMBL1944928,76400,nM,O(C)c1cc2N(C)C(=O)C=3C(=O)CC(=O)OC=3c2cc1,4.1169066
72,CHEMBL69966,18,nM,O=C(NCCN1CCOCC1)c1[nH]c(/C=C/2\C(=O)Nc3ncnc(Nc4cc(C#C)ccc4)c\23)c(C)c1,7.7447276
866,CHEMBL165731,1.5,nM,N(CCN1CCOCC1)c1ncc2ncnc(Nc3cc(C)ccc3)c2c1,8.8239088
3017,CHEMBL592216,2.53,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCCC#C)c(OC)c3)c1,8.596879
772,CHEMBL154822,100000,nM,S(Sc1c(CCC(=O)NCc2cc([O-])c(C(=O)OC)cc2)c2c([nH]1)cccc2)c1c(CCC(=O)NCc2cc([O-])c(C(=O)OC)cc2)c2c([nH]1)cccc2,4
2107,CHEMBL257411,366,nM,O=C([C@H](Oc1c2c(Nc3cc4c(n(Cc5sccn5)nc4)cc3)ncnc2ccc1)C)N1CCOCC1,6.4365191
544,CHEMBL542755,20,nM,Brc1cc(Nc2ncnc3c2sc2c3c(OC)ccc2)ccc1,7.6989698
982,CHEMBL78206,1300,nM,S(=O)(=O)(Oc1ccc(/C=C/[N+](=O)[O-])cc1)c1ccc(C(=O)NC(C)(C)C)cc1,5.8860564
2322,CHEMBL85021,400,nM,O=C1C(=Cc2cc(C(C)C)c(O)c(C(C)C)c2)c2c(N1)cccc2,6.3979402
5772,CHEMBL3902295,4700,nM,ClCC(=O)OCCN1C(=O)Oc2c1cc1c(Nc3cc(F)c(F)cc3)ncnc1c2,5.3279023
1456,CHEMBL332906,2,nM,Clc1cc(Nc2ncnc3[nH]nc(-c4ccc(N)cc4)c23)ccc1,8.6989698
4900,CHEMBL3263961,1370,nM,S(=O)([O-])(=Nc1cc(F)c(Oc2c3c(ncc2)cc(OCCC[NH+]2CCOCC2)c(OC)c3)cc1)c1cc(-c2cn(C)nc2)ccc1,5.8632793
1879,CHEMBL214798,2,nM,Clc1c(F)c(Nc2ncnc3c2cc(OC2CC[NH+](C)CC2)c(OC)c3)ccc1,8.6989698
3673,CHEMBL1812569,2810,nM,Clc1cc(Nc2ncnc3c2cc(NC(=O)/C=C/c2c4c(ccc2)cccc4)cc3)ccc1,5.5512938
2055,CHEMBL248045,2580,nM,O(C)c1cc2ncc(C#N)c(N[C@H]3[C@H](c4ccccc4)C3)c2cc1,5.5883803
5540,CHEMBL3759780,6,nM,Fc1cc(OC)c(-c2sc3ncnc(N[C@H](C)c4ccccc4)c3c2)cc1,8.2218485
2627,CHEMBL460894,1.4450001,nM,Brc1cc(Nc2ncnc3c2cc(C(C(=O)/C=C/C(=O)NCCC[NH+](C)C)C)nc3)ccc1,8.8401318
5308,CHEMBL3633930,29,nM,Clc1c(Oc2cc(C(F)(F)F)ccc2)ccc(Nc2ncnc3c2cc(NC(=O)NCC)cc3)c1,7.5376019
1933,CHEMBL243837,12.2,nM,Clc1cc(COC=2C(=O)C=C(Nc3ncnc4c3cc(NC(=O)/C=C/C[NH+](C)C)c(OCC)c4)C(=O)C=2)ccc1,7.91364
2156,CHEMBL270695,0.93330002,nM,Brc1c(NCC(O)CO)c(Nc2ncnc3c2cncc3)ccc1,9.0299788
5661,CHEMBL3805775,247.2,nM,Clc1c(F)ccc(Nc2ncnc3c2c2OCCOc2c(OC(COC)C)c3)c1,6.6069517
851,CHEMBL76432,3,nM,N(c1ncnc2c1sc(-c1ccccc1)c2)c1cc2c([nH]cc2)cc1,8.5228786
712,CHEMBL1744086,95,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(OC[C@@H](O)CN2CCOCC2)c(OC)c3)c1,7.0222764
3669,CHEMBL1812560,1020,nM,Brc1cc(Nc2ncnc3c2cc(NC(=O)/C=C/c2c([N+](=O)[O-])cccc2)cc3)ccc1,5.9913998
6233,CHEMBL3671559,128,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OC2CN(C(=O)C)CCC2)c3)cc1,6.8927898
1741,CHEMBL383121,7500,nM,O(C)c1cc2c(Oc3ncnc(Nc4ccccc4)c3NC2)cc1,5.124939
952,CHEMBL122522,6700,nM,S(Cc1c(O)c(OC)cc(C=C(C#N)C#N)c1)c1ccccc1,5.1739254
3857,CHEMBL1914665,4,nM,Oc1ccc(-c2[nH]c3ncnc(N[C@H](CC)c4ccccc4)c3c2)cc1,8.3979397
3172,CHEMBL1173191,10640,nM,Brc1c(Br)ccc(C2=NN(C(=S)N)C(c3ccc([N+](=O)[O-])cc3)C2)c1,4.9730582
2739,CHEMBL513362,14,nM,S(=O)(=O)(N)c1ccc(Nc2sc3c(Nc4cc(C)ccc4)ncnc3n2)cc1,7.8538718
5763,CHEMBL3828021,3.5799999,nM,N(c1ncnc2c1cc(-c1cn(C)nc1)cc2)c1cc(C#C)ccc1,8.4461174
5885,CHEMBL3939985,10,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(NC(=O)/C=C/CN2CC[NH+](C)CC2)c(OCC)c3)c1,8
3050,CHEMBL590526,1860,nM,Clc1c(O)c(CN(C(=O)Nc2ccccc2)Cc2ccc(O)cc2)cc(Cl)c1,5.7304869
4000,CHEMBL1958028,4790,nM,Brc1ccc(C2N(C=3SCC(=O)N=3)N=C(c3ccc(F)cc3)C2)cc1,5.3196645
3491,CHEMBL1641995,2200,nM,Brc1cc(Nc2ncc(C#N)c3c2cc(NC(=O)[C@H]2NC(=O)CC2)cc3)ccc1,5.6575775
2871,CHEMBL570709,770,nM,Clc1cc(Nc2ncnc3c2cc(/N=N/N(C(=O)Oc2ccc([N+](=O)[O-])cc2)C)cc3)ccc1,6.1135092
4998,CHEMBL3353401,10300000,nM,Clc1c(-c2c3n(nc2)C=CC=C3)nc(Nc2c(OC)cc(N3CCN(C(=O)N4CC[NH2+]CC4)CC3)c(NC(=O)C=C)c2)nc1,1.9871628
6218,CHEMBL3671544,251,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)C(C[NH+](C)C)C)c3)cc1,6.6003261
3923,CHEMBL1928312,5.9299998,nM,Clc1c(F)ccc(Nc2ncnc3sc(C(=O)c4[nH]c5c(c4)cc(OC)cc5)cc23)c1,8.2269449
3385,CHEMBL1241776,7400,nM,O=C1N=CNc2c1cc(-c1nn(C(C)C)c3ncnc(N)c13)cc2,5.1307683
6212,CHEMBL3671538,21,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)CCC[NH+](C)C)c3)cc1,7.6777806
6775,CHEMBL4092632,29.4,nM,Clc1c(N2C(=O)N([C@@H]3CN(C(=O)C(C)(C)C)CC3)c3nc(Nc4cc(C)c(N5CC[NH+](C)CC5)cc4)ncc3C2)cccc1,7.5316525
1013,CHEMBL417478,0.16,nM,Clc1c(F)ccc(Nc2ncnc3c2nc(NC(=O)C=C)c(/C=C/CC[NH+]2CCOCC2)c3)c1,9.7958803
5288,CHEMBL1688539,30,nM,Clc1c(F)ccc(Nc2ncnc3c2cccc3)c1,7.5228786
3761,CHEMBL1828867,5170,nM,S(=O)(=O)(NC(=O)Cc1ccc(F)cc1)c1ccc(F)cc1,5.2865095
5659,CHEMBL3805782,20.5,nM,Clc1c(F)ccc(Nc2ncnc3c2c2OCCOc2c(OC2COCC2)c3)c1,7.6882463
5076,CHEMBL3403509,162.3,nM,O(C)c1c(N(C)c2nc(C)nc3oc(C)cc23)ccc(OC)c1,6.7896814
5646,CHEMBL3800597,153.7,nM,S(C)c1c(Oc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC)cc(N3CCN(C(=O)CC)CC3)cc2)nc1,6.8133264
6672,CHEMBL4094823,32.349998,nM,Clc1cc(Nc2ncnc3c2cc(NC(=O)C2CCC4(OC5(OO4)C4CC6CC5CC(C4)C6)CC2)cc3)ccc1,7.4901257
1830,CHEMBL209818,1139,nM,ClCCN(N=O)C(=O)N(C)c1cc2c(Nc3cc(C)ccc3)ncnc2cc1,5.9434762
5764,CHEMBL3828092,31.9,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(-c2cn(C4CC[NH2+]CC4)nc2)cc3)c1,7.4962091
5434,CHEMBL3740713,4490,nM,O=C(Nc1ccccc1)c1c(C(=O)c2c(c(-c3ccccc3)[nH]c2C)-c2ccccc2)cn(-c2ccc(C)cc2)n1,5.3477535
4574,CHEMBL2425735,0.63,nM,Brc1cc(Nc2ncnc3c2cc(NC(=O)CCC[NH+]2CCCCC2)cc3)ccc1,9.2006598
4852,CHEMBL3237945,910,nM,Clc1n(-c2ccc(C)cc2)nc(C)c1-c1c(C(=O)OCC)c(N)[n+](-c2cnccc2)c2c1[C-](O)CCC2,6.0409584
2440,CHEMBL507329,65,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(C#C[C@H]2NC[C@H](OC(=O)N4CCOCC4)C2)c3)c1,7.1870866
2698,CHEMBL126903,15.85,nM,Brc1cc(Nc2ncnc3c2cnc(N(CC(=O)[O-])C)c3)ccc1,7.7999706
299,CHEMBL36967,4.8000002,nM,Brc1cc(Nc2ncnc3c2cc2c(C[NH+]4CCOCC4)c[nH]c2c3)ccc1,8.318759
1505,CHEMBL50470,1350,nM,Clc1c(c(Cl)ccc1)C=1C(=O)N(C)c2nc(NCCC[NH+](CC)CC)ncc2C=1,5.8696661
3034,CHEMBL590876,4710,nM,O=C1C=CC(=CNN=C2SCC(=O)N2)C=C1,5.3269792
3872,CHEMBL1929308,7440,nM,S(Cc1ccccc1)c1oc(-c2ccc(C(C)(C)C)cc2)nn1,5.128427
1688,CHEMBL202424,15,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)C#CCCCC)nc3)c1,7.8239088
1015,CHEMBL32844,1.7,nM,Brc1cc(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCCN2CC[NH+](C)CC2)c3)ccc1,8.7695513
4594,CHEMBL2437467,12.1,nM,O=C(Nc1cc(N2C(=O)C=Nc3c2nc(Nc2ccc(C(=O)N)cc2)nc3)ccc1)C=C,7.9172144
2290,CHEMBL256529,33,nM,Clc1c(OCc2cc(F)cc(F)c2)ccc(Nc2c(/C=N/OC)c(N)ncn2)c1,7.4814858
5448,CHEMBL3740102,15320,nM,Clc1c(Nc2cc(NC(=O)/C=C/C[NH+](C)C)ccc2)nc(N/N=C(\C)/c2ccc(F)cc2)nc1,4.8147411
3670,CHEMBL1812561,3610,nM,Clc1cc(Nc2ncnc3c2cc(NC(=O)/C=C/c2ccccc2)cc3)ccc1,5.442493
2824,CHEMBL497459,8,nM,Fc1cc(Cn2ncc3c2ccc(Nc2c(/C=N/N(C)C)c(N)ncn2)c3)ccc1,8.0969105
1479,CHEMBL65063,2700,nM,Nc1ncnc2n(-c3ccccc3)ncc12,5.5686364
2774,CHEMBL475594,2,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(-c2oc(C[NH+](C)C)cc2)c3)c1,8.6989698
6688,CHEMBL4060383,20000,nM,S(c1c2c3c(N)nc(N)nc3[nH]c2ccc1)c1cc2c(cc1)cccc2,4.6989698
3298,CHEMBL1241270,12400,nM,Oc1c(C)ccc(-c2n[nH]c3ncnc(N)c23)c1,4.9065785
2890,CHEMBL593860,2,nM,O(CCCN1CC[NH+](C)CC1)c1c(OC)cc2c(Nc3cc(OC)c(-c4sc5c(n4)cccc5)cc3)ncnc2c1,8.6989698
4144,CHEMBL2047248,24100,nM,Brc1cc(Nc2nc(N)nc3c2-c2c(cccc2)C3)ccc1,4.6179829
3055,CHEMBL603186,4680,nM,Brc1c([O-])c(CN(C(=O)Nc2ccccc2)Cc2ccc(F)cc2)cc(Br)c1,5.3297544
377,CHEMBL281990,1000,nM,Fc1c(Nc2ncnc3c2cc(OC)c(OCC2CC[NH+](C)CC2)c3)ccc(C)c1,6
3610,CHEMBL113535,2187.76,nM,O(C)c1c(OC)cc2ncc(C#N)c(Nc3cc(N=[N+]=[N-])ccc3)c2c1,5.6600003
2099,CHEMBL251291,114.2,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(C#CCCCO)cc3)c1,6.9423337
1626,CHEMBL365805,250,nM,Brc1cc(Nc2ncnc3c2cc(NC(=O)C=C)c(N2CC[NH+](C)CC2)c3)ccc1,6.6020598
3703,CHEMBL1821879,19640,nM,Brc1ccc(C2=NN(c3scc(-c4ccccc4)n3)C(c3ccc(C)cc3)C2)cc1,4.7068586
3728,CHEMBL1822066,8430,nM,Clc1ccc(-c2nc(N3C(c4ccc([N+](=O)[O-])cc4)CC(c4ccc(OC)cc4)=N3)sc2)cc1,5.0741725
1845,CHEMBL213560,710,nM,O=C1N(CCc2ccccc2)/C(=C/c2ccc(O)cc2)/C(=O)N1,6.1487417
3043,CHEMBL592240,27000,nM,O=C1NC(=NN=C2CCCCCCC2)SC1,4.5686364
4997,CHEMBL3353400,11000000,nM,Clc1c(-c2c3n(nc2)C=CC=C3)nc(Nc2c(OC)cc(N3CCN(C(=O)[C@@H](O)C)CC3)c(NC(=O)C=C)c2)nc1,1.9586073
3886,CHEMBL1928946,108,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc(Oc3cc(NC(=O)C)ccc3)c2)c1,6.9665761
6099,CHEMBL3954571,1000,nM,Fc1c(NC(=O)c2cc(-c3c(-c4nc(Nc5c(OC)ccc(N6CCC([NH+]7CCCCC7)CC6)c5)ncc4)n4c(n3)C=CC=C4)ccc2)c(F)ccc1,6
1438,CHEMBL49120,350,nM,Clc1c(c(Cl)ccc1)C=1C(=O)N(C)c2nc(Nc3ccc(OCC[NH+](CC)CC)cc3)ncc2C=1,6.4559321
1819,CHEMBL382822,450,nM,Clc1c(F)c(Nc2ncnc3c2cc(CN2[C@@H](C(=O)N(C)C)CCC2)c(OC)c3)ccc1,6.3467875
5565,CHEMBL3758768,14,nM,O(C)c1c(-c2sc3ncnc(Nc4ccccc4)c3c2)ccc(CO)c1,7.8538718
2433,CHEMBL516487,54,nM,Clc1c(OCc2ccccc2)ccc(Nc2c(C(=O)OC)c(N)ncn2)c1,7.2676063
1184,CHEMBL293991,530,nM,FC(F)(Oc1cc(Nc2nc(-c3c4c(n(CCC[NH3+])cc4)ccc3)ccn2)ccc1)C(F)F,6.2757239
4941,CHEMBL3040910,27,nM,N(c1ncnc2c1cc1OCCCOc1c2)c1cc(-c2ccccc2)ccc1,7.5686364
4491,CHEMBL2385974,850,nM,Clc1c(OCc2ncccc2)ccc(NC(=O)c2c([N+](=O)[O-])cc(OCC)c(NC(=O)/C=C/C[NH+](C)C)c2)c1,6.070581
6523,CHEMBL3647423,2,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)/C=C/[C@@H]2[NH+](C)CCC2)c(OCC)c3)c1,8.6989698
2843,CHEMBL554993,2.7,ug.mL-1,O(C)c1c(-c2c([O-])c3C(=O)c4c(C(=O)c3cc2OC)cc(C)c([O-])c4)c2C(=O)C=3[C@@H](O)[C@@](O)(C)[C@H](O)[C@@H](O)C=3C(=O)c2c([O-])c1,8.5686359
1095,CHEMBL53665,1.2,nM,Brc1c(F)ccc(Nc2ncnc3c2nc(NC(=O)C=C)cc3)c1,8.9208183
2593,CHEMBL489306,1.5140001,nM,Clc1c(F)ccc(Cc2ncnc3c2cc(NC(=O)C=C)c(OCCC[NH+]2CCOCC2)c3)c1,8.8198738
4318,CHEMBL2316158,1900,nM,S(=O)(=O)(C)c1ccc(/C=C\2/C(=O)/C(=C/c3cc(OC)cc(OC)c3)/CCC/2)cc1,5.7212462
5649,CHEMBL3798128,38.799999,nM,S(C)c1c(Oc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC(F)F)cc(N3CCN(C(=O)C)CC3)cc2)nc1,7.4111681
3377,CHEMBL1242754,1000,nM,Nc1ncnc2n(C(C)C)nc(-c3cnc4c(c3)cccc4)c12,6
503,CHEMBL125568,14,nM,Brc1cc(Nc2ncnc3c2cnc(NC(CO)CO)c3)ccc1,7.8538718
190,CHEMBL99024,1040,nM,Clc1c(F)ccc(Nc2c(C#N)cnc3c2cc(OCCC[NH+]2CCOCC2)c(OC)c3)c1,5.9829664
1078,CHEMBL441083,910,nM,N(c1ncnc2c1cccc2)c1cc(C)ccc1,6.0409584
1300,CHEMBL93537,203,nM,Brc1cc(Nc2ncnc3c2cc(NC(=O)/C=C/C[NH+]2CCSCC2)cc3)ccc1,6.6925039
741,CHEMBL544538,1500,nM,O=C(C(=C)CN1CC[NH2+]CC1)c1ccc(OCc2ccccc2)cc1,5.8239088
3965,CHEMBL1945450,27050,nM,Clc1c(C(=O)NS(=O)(=O)c2ccc(C)cc2)cccn1,4.5678329
2667,CHEMBL39715,3.388,nM,Brc1cc(Nc2ncnc3c2cc2c(CN(CC(=O)OC)C)c[nH]c2c3)ccc1,8.4700565
825,CHEMBL308498,1,nM,OCC([NH2+]Cc1ccc(-c2sc3c(Nc4cc5c([nH]cc5)cc4)ncnc3c2)cc1)(C)C,9
4848,CHEMBL3237941,32130,nM,Clc1n(-c2ccccc2)nc(C)c1-c1c(C#N)c(N)[n+](-c2cnccc2)c2c1[C-](O)CC(C)(C)C2,4.4930892
6771,CHEMBL4074601,12.1,nM,Clc1c(N2C(=O)N([C@@H]3CN(C(=O)C)CC3)c3nc(Nc4cc(C)c(N5CC[NH+](C)CC5)cc4)ncc3C2)cccc1,7.9172144
4513,CHEMBL2419762,27,nM,N(c1ncnc2c1cc1OCCCOc1c2)c1cc(-c2ccccc2)ccc1,7.5686364
2611,CHEMBL454370,1.096,nM,Brc1cc(Nc2ncnc3c2cc(CC(=O)/C=C/C=C)nc3)ccc1,8.9601898
5776,CHEMBL3945555,160,nM,BrCC(=O)OCCN1C(=O)Oc2c1cc1c(Nc3cc(Cl)c(Oc4cc(C(F)(F)F)ccc4)cc3)ncnc1c2,6.7958798
4520,CHEMBL2426377,24000,nM,O=C(Nc1cc(Nc2nc(c(C)cn2)-c2c3n(nc2)C=CC=C3)c(OC)cc1)/C=C/C[NH+](C)C,4.6197886
4901,CHEMBL3263962,84,nM,S(=O)([O-])(=Nc1cc(F)c(Oc2c3c(ncc2)cc(OCCCN2CC[NH+](C)CC2)c(OC)c3)cc1)c1cc(-c2cn(C)nc2)ccc1,7.0757208
2362,CHEMBL483830,0.0099999998,ug.mL-1,O=C([O-])c1c(O)ccc(N(Cc2c(O)ccc(O)c2)Cc2c(O)ccc(O)c2)c1,11
725,CHEMBL347668,8500,nM,S(Sc1c(CCC(=O)NCc2cc(O)c(C(=O)[O-])cc2)c2c([nH]1)cccc2)c1c(CCC(=O)NCc2cc(O)c(C(=O)[O-])cc2)c2c([nH]1)cccc2,5.070581
6192,CHEMBL3671519,39,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)CSC)c3)cc1,7.4089355
